ModuleColor	Gene
magenta	Bradi2g30470.1
magenta	Bradi2g31937.1
magenta	Bradi2g37400.1
magenta	Bradi2g38350.1
magenta	Bradi2g41340.1
magenta	Bradi2g42030.1
magenta	Bradi2g42360.1
magenta	Bradi2g42360.2
magenta	Bradi2g42940.1
magenta	Bradi2g43437.1
magenta	Bradi2g43740.1
magenta	Bradi2g44770.1
magenta	Bradi2g45950.1
magenta	Bradi2g48350.1
magenta	Bradi2g49690.1
magenta	Bradi2g50680.3
magenta	Bradi2g51280.1
magenta	Bradi2g51467.1
magenta	Bradi2g51480.1
magenta	Bradi2g53750.1
magenta	Bradi2g55690.1
magenta	Bradi2g57270.1
magenta	Bradi2g58380.1
magenta	Bradi2g58380.2
magenta	Bradi2g58380.3
magenta	Bradi2g58380.4
magenta	Bradi2g58440.1
magenta	Bradi2g58720.1
magenta	Bradi2g59320.1
magenta	Bradi2g61410.1
magenta	Bradi2g62060.2
magenta	Bradi3g03720.1
magenta	Bradi3g04050.1
magenta	Bradi3g04630.7
magenta	Bradi3g07150.1
magenta	Bradi3g07637.2
magenta	Bradi3g07637.3
magenta	Bradi3g09660.1
magenta	Bradi3g09890.1
magenta	Bradi3g10020.1
magenta	Bradi3g10240.1
magenta	Bradi3g13690.1
magenta	Bradi3g13690.2
magenta	Bradi3g13690.3
magenta	Bradi3g13727.1
magenta	Bradi3g13970.1
magenta	Bradi3g16900.3
magenta	Bradi3g17313.1
magenta	Bradi3g21710.1
magenta	Bradi3g22330.1
magenta	Bradi3g22330.2
magenta	Bradi3g23300.2
magenta	Bradi3g26655.1
magenta	Bradi3g26967.1
magenta	Bradi3g29100.2
magenta	Bradi3g29440.1
magenta	Bradi3g29440.2
magenta	Bradi3g30160.1
magenta	Bradi3g30490.1
magenta	Bradi3g30740.4
magenta	Bradi3g31150.1
magenta	Bradi3g33150.1
magenta	Bradi3g35640.1
magenta	Bradi3g35650.1
magenta	Bradi3g36120.2
magenta	Bradi3g36341.1
magenta	Bradi3g37600.1
magenta	Bradi3g39510.1
magenta	Bradi3g39510.2
magenta	Bradi3g39510.3
magenta	Bradi3g40520.1
magenta	Bradi3g40520.2
magenta	Bradi3g40520.4
magenta	Bradi3g40520.5
magenta	Bradi3g40580.1
magenta	Bradi3g40900.1
magenta	Bradi3g41130.1
magenta	Bradi3g41170.1
magenta	Bradi3g41840.2
magenta	Bradi3g42080.1
magenta	Bradi3g42080.2
magenta	Bradi3g43050.1
magenta	Bradi3g45260.1
magenta	Bradi3g45570.1
magenta	Bradi3g45700.1
magenta	Bradi3g45700.2
magenta	Bradi3g46700.1
magenta	Bradi3g47034.1
magenta	Bradi3g48020.1
magenta	Bradi3g48020.3
magenta	Bradi3g48310.1
magenta	Bradi3g53370.1
magenta	Bradi3g53370.4
magenta	Bradi3g54670.1
magenta	Bradi3g54670.2
magenta	Bradi3g54680.2
magenta	Bradi3g54847.1
magenta	Bradi3g55200.1
magenta	Bradi3g55850.1
magenta	Bradi3g55860.1
magenta	Bradi3g57820.2
magenta	Bradi3g57950.1
magenta	Bradi3g57950.2
magenta	Bradi3g59130.2
magenta	Bradi3g59627.1
magenta	Bradi3g59627.2
magenta	Bradi4g00270.1
magenta	Bradi4g01240.1
magenta	Bradi4g01760.1
magenta	Bradi4g02725.1
magenta	Bradi4g04880.10
magenta	Bradi4g04880.5
magenta	Bradi4g04880.7
magenta	Bradi4g04880.9
magenta	Bradi4g05210.1
magenta	Bradi4g06000.5
magenta	Bradi4g12060.1
magenta	Bradi4g12060.2
magenta	Bradi4g12060.3
magenta	Bradi4g12940.1
magenta	Bradi4g12940.2
magenta	Bradi4g12940.3
magenta	Bradi4g15710.1
magenta	Bradi4g15710.2
magenta	Bradi4g16700.4
magenta	Bradi4g18307.1
magenta	Bradi4g23935.1
magenta	Bradi4g27450.1
magenta	Bradi4g27450.2
magenta	Bradi4g30320.1
magenta	Bradi4g30320.2
magenta	Bradi4g32840.1
magenta	Bradi4g33450.1
magenta	Bradi4g33450.4
magenta	Bradi4g33450.7
magenta	Bradi4g33801.1
magenta	Bradi4g33810.1
magenta	Bradi4g33860.3
magenta	Bradi4g33860.4
magenta	Bradi4g33860.6
magenta	Bradi4g33940.2
magenta	Bradi4g34810.1
magenta	Bradi4g35310.1
magenta	Bradi4g35336.1
magenta	Bradi4g35336.2
magenta	Bradi4g35977.2
magenta	Bradi4g35977.3
magenta	Bradi4g35977.4
magenta	Bradi4g36077.1
magenta	Bradi4g36077.2
magenta	Bradi4g36093.1
magenta	Bradi4g36310.1
magenta	Bradi4g36958.7
magenta	Bradi4g37197.1
magenta	Bradi4g37197.2
magenta	Bradi4g37460.1
magenta	Bradi4g38980.1
magenta	Bradi4g39400.1
magenta	Bradi4g40197.2
magenta	Bradi4g40230.1
magenta	Bradi4g40230.2
magenta	Bradi4g40230.3
magenta	Bradi4g40270.2
magenta	Bradi4g41696.2
magenta	Bradi4g42080.1
magenta	Bradi4g43750.1
magenta	Bradi4g43860.1
magenta	Bradi4g43860.2
magenta	Bradi4g44200.1
magenta	Bradi4g44690.1
magenta	Bradi4g44690.2
magenta	Bradi4g45370.2
magenta	Bradi5g00500.1
magenta	Bradi5g01240.1
magenta	Bradi5g02160.1
magenta	Bradi5g03810.1
magenta	Bradi5g03810.2
magenta	Bradi5g07300.1
magenta	Bradi5g08167.3
magenta	Bradi5g09300.1
magenta	Bradi5g10357.1
magenta	Bradi5g11100.1
magenta	Bradi5g11780.1
magenta	Bradi5g12660.1
magenta	Bradi5g12660.3
magenta	Bradi5g12660.5
magenta	Bradi5g12660.8
magenta	Bradi5g13150.1
magenta	Bradi5g14023.3
magenta	Bradi5g14023.4
magenta	Bradi5g18277.1
magenta	Bradi5g18277.3
magenta	Bradi5g18590.1
magenta	Bradi5g19500.13
magenta	Bradi5g19530.1
magenta	Bradi5g20030.1
magenta	Bradi5g20670.1
magenta	Bradi5g20670.2
magenta	Bradi5g20670.5
magenta	Bradi5g20670.6
magenta	Bradi5g20758.2
magenta	Bradi5g20840.1
magenta	Bradi5g20980.2
magenta	Bradi5g22100.1
magenta	Bradi5g22100.2
magenta	Bradi5g22100.3
magenta	Bradi5g22100.5
magenta	Bradi5g22290.1
magenta	Bradi5g22400.1
magenta	Bradi5g23230.1
magenta	Bradi5g23867.1
magenta	Bradi5g24967.1
magenta	Bradi5g25153.1
magenta	Bradi5g25350.1
magenta	Bradi5g25593.1
magenta	Bradi5g26711.1
magenta	Bradi5g26917.1
mediumpurple3	Bradi1g23060.1
mediumpurple3	Bradi1g33380.2
mediumpurple3	Bradi1g47400.1
mediumpurple3	Bradi1g47400.2
mediumpurple3	Bradi1g53100.10
mediumpurple3	Bradi1g69520.1
mediumpurple3	Bradi1g78713.1
mediumpurple3	Bradi2g13450.1
mediumpurple3	Bradi2g15490.9
mediumpurple3	Bradi2g30905.1
mediumpurple3	Bradi2g31790.1
mediumpurple3	Bradi2g47310.2
mediumpurple3	Bradi2g61767.1
mediumpurple3	Bradi3g04040.1
mediumpurple3	Bradi3g08090.1
mediumpurple3	Bradi3g22930.2
mediumpurple3	Bradi3g31120.1
mediumpurple3	Bradi3g50910.1
mediumpurple3	Bradi3g53200.1
mediumpurple3	Bradi3g54493.1
mediumpurple3	Bradi4g12930.1
mediumpurple3	Bradi4g12930.3
mediumpurple3	Bradi4g18730.1
mediumpurple3	Bradi4g32020.1
mediumpurple3	Bradi4g32846.1
mediumpurple3	Bradi4g44500.2
mediumpurple3	Bradi4g45430.1
mediumpurple3	Bradi5g04650.2
mediumpurple3	Bradi5g19230.1
mediumpurple3	Bradi5g20220.2
mediumpurple3	Bradi5g20880.3
mediumpurple3	Bradi5g20880.4
mediumpurple3	Bradi5g21300.1
mediumpurple3	Bradi5g21300.2
mediumpurple3	Bradi5g21300.3
mediumpurple3	Bradi5g21300.4
mediumpurple3	Bradi5g21300.5
mediumpurple3	Bradi5g21300.6
mediumpurple3	Bradi5g22050.3
mediumpurple3	Bradi5g26080.1
mediumpurple3	Bradi5g26080.3
midnightblue	Bradi1g00940.1
midnightblue	Bradi1g01740.1
midnightblue	Bradi1g01750.1
midnightblue	Bradi1g01750.2
midnightblue	Bradi1g01750.3
midnightblue	Bradi1g02210.1
midnightblue	Bradi1g02580.1
midnightblue	Bradi1g02650.1
midnightblue	Bradi1g02960.3
midnightblue	Bradi1g02960.4
midnightblue	Bradi1g02980.1
midnightblue	Bradi1g03030.1
midnightblue	Bradi1g03110.1
midnightblue	Bradi1g04070.1
midnightblue	Bradi1g04191.1
midnightblue	Bradi1g04220.4
midnightblue	Bradi1g04690.2
midnightblue	Bradi1g04860.1
midnightblue	Bradi1g04860.3
midnightblue	Bradi1g05156.2
midnightblue	Bradi1g05764.1
midnightblue	Bradi1g07150.1
midnightblue	Bradi1g07230.1
midnightblue	Bradi1g07520.3
midnightblue	Bradi1g08000.2
midnightblue	Bradi1g08000.3
midnightblue	Bradi1g08517.1
midnightblue	Bradi1g09240.1
midnightblue	Bradi1g10110.1
midnightblue	Bradi1g10220.1
midnightblue	Bradi1g10630.1
midnightblue	Bradi1g10930.1
midnightblue	Bradi1g10980.1
midnightblue	Bradi1g11150.2
midnightblue	Bradi1g11150.3
midnightblue	Bradi1g11150.4
midnightblue	Bradi1g11500.3
midnightblue	Bradi1g11837.2
midnightblue	Bradi1g12180.1
midnightblue	Bradi1g13290.5
midnightblue	Bradi1g13290.6
midnightblue	Bradi1g13290.7
midnightblue	Bradi1g14580.1
midnightblue	Bradi1g16740.2
midnightblue	Bradi1g17090.1
midnightblue	Bradi1g17220.1
midnightblue	Bradi1g17410.2
midnightblue	Bradi1g17665.1
midnightblue	Bradi1g17730.1
midnightblue	Bradi1g18320.2
midnightblue	Bradi1g19390.1
midnightblue	Bradi1g19750.2
midnightblue	Bradi1g21040.1
midnightblue	Bradi1g21040.2
midnightblue	Bradi1g21040.3
midnightblue	Bradi1g22375.2
midnightblue	Bradi1g23600.1
midnightblue	Bradi1g23770.1
midnightblue	Bradi1g24667.1
midnightblue	Bradi1g24747.1
midnightblue	Bradi1g25150.1
midnightblue	Bradi1g25150.2
midnightblue	Bradi1g25150.3
midnightblue	Bradi1g25180.1
midnightblue	Bradi1g26100.1
midnightblue	Bradi1g26760.1
midnightblue	Bradi1g26912.1
midnightblue	Bradi1g27040.1
midnightblue	Bradi1g27153.1
midnightblue	Bradi1g27197.1
midnightblue	Bradi1g27405.1
midnightblue	Bradi1g28770.1
midnightblue	Bradi1g28847.2
midnightblue	Bradi1g28950.1
midnightblue	Bradi1g28950.2
midnightblue	Bradi1g28950.3
midnightblue	Bradi1g28950.5
midnightblue	Bradi1g28950.6
midnightblue	Bradi1g29040.1
midnightblue	Bradi1g29520.1
midnightblue	Bradi1g29850.1
midnightblue	Bradi1g30310.1
midnightblue	Bradi1g31112.2
midnightblue	Bradi1g31680.2
midnightblue	Bradi1g31680.3
midnightblue	Bradi1g31690.1
midnightblue	Bradi1g31850.1
midnightblue	Bradi1g32330.1
midnightblue	Bradi1g32330.2
midnightblue	Bradi1g32330.3
midnightblue	Bradi1g32410.2
midnightblue	Bradi1g33001.3
midnightblue	Bradi1g33001.4
midnightblue	Bradi1g33320.3
midnightblue	Bradi1g33610.2
midnightblue	Bradi1g34647.1
midnightblue	Bradi1g35120.1
midnightblue	Bradi1g36950.1
midnightblue	Bradi1g37040.1
midnightblue	Bradi1g37620.1
midnightblue	Bradi1g37700.1
midnightblue	Bradi1g37700.3
midnightblue	Bradi1g37700.4
midnightblue	Bradi1g37860.1
midnightblue	Bradi1g38190.1
midnightblue	Bradi1g39510.1
midnightblue	Bradi1g42880.1
midnightblue	Bradi1g43120.1
midnightblue	Bradi1g44430.2
midnightblue	Bradi1g44850.1
midnightblue	Bradi1g45710.1
midnightblue	Bradi1g46070.1
midnightblue	Bradi1g46910.2
midnightblue	Bradi1g47767.1
midnightblue	Bradi1g47910.1
midnightblue	Bradi1g48330.2
midnightblue	Bradi1g49270.1
midnightblue	Bradi1g49470.1
midnightblue	Bradi1g49698.1
midnightblue	Bradi1g49707.1
midnightblue	Bradi1g50180.1
midnightblue	Bradi1g50640.1
midnightblue	Bradi1g50640.2
midnightblue	Bradi1g51120.1
midnightblue	Bradi1g51257.3
midnightblue	Bradi1g51300.1
midnightblue	Bradi1g51720.1
midnightblue	Bradi1g53070.1
midnightblue	Bradi1g53140.1
midnightblue	Bradi1g53660.1
midnightblue	Bradi1g53862.2
midnightblue	Bradi1g53867.5
midnightblue	Bradi1g54420.1
midnightblue	Bradi1g56150.1
midnightblue	Bradi1g56630.1
midnightblue	Bradi1g58210.1
midnightblue	Bradi1g59830.2
midnightblue	Bradi1g60010.1
midnightblue	Bradi1g60010.3
midnightblue	Bradi1g60630.1
midnightblue	Bradi1g60710.1
midnightblue	Bradi1g61937.2
midnightblue	Bradi1g61937.3
midnightblue	Bradi1g61937.4
midnightblue	Bradi1g61937.5
midnightblue	Bradi1g61937.6
midnightblue	Bradi1g62310.1
midnightblue	Bradi1g63020.1
midnightblue	Bradi1g63700.1
midnightblue	Bradi1g63800.1
midnightblue	Bradi1g63990.2
midnightblue	Bradi1g64250.1
midnightblue	Bradi1g64520.1
midnightblue	Bradi1g64520.2
midnightblue	Bradi1g64597.1
midnightblue	Bradi1g64646.1
midnightblue	Bradi1g64687.1
midnightblue	Bradi1g64770.1
midnightblue	Bradi1g65310.2
midnightblue	Bradi1g65820.2
midnightblue	Bradi1g66340.1
midnightblue	Bradi1g66720.1
midnightblue	Bradi1g66720.2
midnightblue	Bradi1g67790.1
midnightblue	Bradi1g68340.1
midnightblue	Bradi1g68940.1
midnightblue	Bradi1g69160.2
midnightblue	Bradi1g69160.3
midnightblue	Bradi1g69160.4
midnightblue	Bradi1g69340.1
midnightblue	Bradi1g69420.10
midnightblue	Bradi1g70900.1
midnightblue	Bradi1g71210.1
midnightblue	Bradi1g71700.1
midnightblue	Bradi1g71700.2
midnightblue	Bradi1g71700.3
midnightblue	Bradi1g71700.4
midnightblue	Bradi1g72417.1
midnightblue	Bradi1g72830.1
midnightblue	Bradi1g72830.2
midnightblue	Bradi1g72980.1
midnightblue	Bradi1g73970.1
midnightblue	Bradi1g74030.1
midnightblue	Bradi1g74210.1
midnightblue	Bradi1g74680.1
midnightblue	Bradi1g74877.1
midnightblue	Bradi1g74910.1
midnightblue	Bradi1g75100.2
midnightblue	Bradi1g75500.1
midnightblue	Bradi1g75670.1
midnightblue	Bradi1g75850.1
midnightblue	Bradi1g76450.1
midnightblue	Bradi1g77460.1
midnightblue	Bradi1g77460.2
midnightblue	Bradi1g77470.1
midnightblue	Bradi1g78070.1
midnightblue	Bradi2g00320.1
midnightblue	Bradi2g00881.1
midnightblue	Bradi2g01350.1
midnightblue	Bradi2g01480.1
midnightblue	Bradi2g04130.1
midnightblue	Bradi2g04130.2
midnightblue	Bradi2g04670.1
midnightblue	Bradi2g04760.1
midnightblue	Bradi2g04900.1
midnightblue	Bradi2g05218.5
midnightblue	Bradi2g05218.6
midnightblue	Bradi2g05480.1
midnightblue	Bradi2g05590.1
midnightblue	Bradi2g05710.1
midnightblue	Bradi2g06370.1
midnightblue	Bradi2g06610.1
midnightblue	Bradi2g06610.2
midnightblue	Bradi2g07490.1
midnightblue	Bradi2g08820.1
midnightblue	Bradi2g10910.1
midnightblue	Bradi2g10950.1
midnightblue	Bradi2g11080.1
midnightblue	Bradi2g11080.2
midnightblue	Bradi2g11457.1
midnightblue	Bradi2g11480.1
midnightblue	Bradi2g11790.1
midnightblue	Bradi2g12216.1
midnightblue	Bradi2g12727.2
midnightblue	Bradi2g13170.8
midnightblue	Bradi2g13320.1
midnightblue	Bradi2g13320.2
midnightblue	Bradi2g13320.3
midnightblue	Bradi2g13320.4
midnightblue	Bradi2g13320.5
midnightblue	Bradi2g13320.6
midnightblue	Bradi2g13320.7
midnightblue	Bradi2g13320.8
midnightblue	Bradi2g13640.1
midnightblue	Bradi2g14220.1
midnightblue	Bradi2g14220.2
midnightblue	Bradi2g14220.3
midnightblue	Bradi2g14380.1
midnightblue	Bradi2g14411.1
midnightblue	Bradi2g15890.1
midnightblue	Bradi2g16337.1
midnightblue	Bradi2g16337.2
midnightblue	Bradi2g16337.3
midnightblue	Bradi2g16337.4
midnightblue	Bradi2g16337.5
midnightblue	Bradi2g17090.1
midnightblue	Bradi2g17272.1
midnightblue	Bradi2g17710.1
midnightblue	Bradi2g17710.2
midnightblue	Bradi2g20070.1
midnightblue	Bradi2g20150.2
midnightblue	Bradi2g20600.3
midnightblue	Bradi2g20710.3
midnightblue	Bradi2g20710.4
midnightblue	Bradi2g21300.1
midnightblue	Bradi2g21407.2
midnightblue	Bradi2g21407.3
midnightblue	Bradi2g21407.4
midnightblue	Bradi2g21407.5
midnightblue	Bradi2g22460.1
midnightblue	Bradi2g22907.1
midnightblue	Bradi2g22927.2
midnightblue	Bradi2g23027.1
midnightblue	Bradi2g23150.1
midnightblue	Bradi2g23520.1
midnightblue	Bradi2g23870.1
midnightblue	Bradi2g25930.1
midnightblue	Bradi2g26740.1
midnightblue	Bradi2g27190.1
midnightblue	Bradi2g27880.1
midnightblue	Bradi2g27880.2
midnightblue	Bradi2g31820.1
midnightblue	Bradi2g33270.2
midnightblue	Bradi2g34770.1
midnightblue	Bradi2g35870.2
midnightblue	Bradi2g35870.3
midnightblue	Bradi2g35870.4
midnightblue	Bradi2g35870.5
midnightblue	Bradi2g36480.1
midnightblue	Bradi2g37000.1
midnightblue	Bradi2g37720.1
midnightblue	Bradi2g39290.1
midnightblue	Bradi2g39290.2
midnightblue	Bradi2g39590.1
midnightblue	Bradi2g41140.3
midnightblue	Bradi2g41590.1
midnightblue	Bradi2g41590.3
midnightblue	Bradi2g41590.5
midnightblue	Bradi2g42060.2
midnightblue	Bradi2g42100.1
midnightblue	Bradi2g42137.1
midnightblue	Bradi2g43087.1
midnightblue	Bradi2g43320.1
midnightblue	Bradi2g43650.1
midnightblue	Bradi2g45350.1
midnightblue	Bradi2g45380.1
midnightblue	Bradi2g45567.1
midnightblue	Bradi2g45680.1
midnightblue	Bradi2g45740.1
midnightblue	Bradi2g46380.2
midnightblue	Bradi2g46680.1
midnightblue	Bradi2g46770.1
midnightblue	Bradi2g47290.1
midnightblue	Bradi2g47290.4
midnightblue	Bradi2g48150.1
midnightblue	Bradi2g48150.2
midnightblue	Bradi2g48657.2
midnightblue	Bradi2g49040.1
midnightblue	Bradi2g49200.1
midnightblue	Bradi2g49200.2
midnightblue	Bradi2g49520.1
midnightblue	Bradi2g49960.1
midnightblue	Bradi2g50010.1
midnightblue	Bradi2g50050.3
midnightblue	Bradi2g50317.1
midnightblue	Bradi2g50800.1
midnightblue	Bradi2g51500.1
midnightblue	Bradi2g51500.3
midnightblue	Bradi2g51500.5
midnightblue	Bradi2g52260.1
midnightblue	Bradi2g52260.2
midnightblue	Bradi2g52500.1
midnightblue	Bradi2g52660.1
midnightblue	Bradi2g53267.1
midnightblue	Bradi2g53267.2
midnightblue	Bradi2g53550.2
midnightblue	Bradi2g53590.1
midnightblue	Bradi2g53700.1
midnightblue	Bradi2g53910.1
midnightblue	Bradi2g54770.3
midnightblue	Bradi2g55120.1
midnightblue	Bradi2g56330.1
midnightblue	Bradi2g56750.1
midnightblue	Bradi2g57500.1
midnightblue	Bradi2g58430.1
midnightblue	Bradi2g59370.1
midnightblue	Bradi2g59370.2
midnightblue	Bradi2g59370.3
midnightblue	Bradi2g59840.1
midnightblue	Bradi2g60630.2
midnightblue	Bradi2g60730.1
midnightblue	Bradi2g60750.2
midnightblue	Bradi2g60932.1
midnightblue	Bradi2g61810.1
midnightblue	Bradi2g61940.1
midnightblue	Bradi3g00282.1
midnightblue	Bradi3g01610.2
midnightblue	Bradi3g02210.1
midnightblue	Bradi3g02830.2
midnightblue	Bradi3g02890.1
midnightblue	Bradi3g03460.1
midnightblue	Bradi3g03870.5
midnightblue	Bradi3g05170.1
midnightblue	Bradi3g05240.1
midnightblue	Bradi3g05437.1
midnightblue	Bradi3g05437.2
midnightblue	Bradi3g05437.3
midnightblue	Bradi3g05697.1
midnightblue	Bradi3g05697.2
midnightblue	Bradi3g05880.1
midnightblue	Bradi3g05880.2
midnightblue	Bradi3g06170.1
midnightblue	Bradi3g06170.2
midnightblue	Bradi3g06170.3
midnightblue	Bradi3g06480.1
midnightblue	Bradi3g06480.2
midnightblue	Bradi3g06640.1
midnightblue	Bradi3g07000.2
midnightblue	Bradi3g07020.1
midnightblue	Bradi3g07060.2
midnightblue	Bradi3g07060.3
midnightblue	Bradi3g07090.1
midnightblue	Bradi3g07370.1
midnightblue	Bradi3g07910.1
midnightblue	Bradi3g07910.2
midnightblue	Bradi3g08850.3
midnightblue	Bradi3g09580.1
midnightblue	Bradi3g09600.1
midnightblue	Bradi3g10620.1
midnightblue	Bradi3g10900.1
midnightblue	Bradi3g11120.1
midnightblue	Bradi3g11203.2
midnightblue	Bradi3g11203.3
midnightblue	Bradi3g12250.1
midnightblue	Bradi3g12250.2
midnightblue	Bradi3g12250.3
midnightblue	Bradi3g12880.1
midnightblue	Bradi3g12880.2
midnightblue	Bradi3g13140.1
midnightblue	Bradi3g13600.1
midnightblue	Bradi3g14120.3
midnightblue	Bradi3g14610.1
midnightblue	Bradi3g15180.1
midnightblue	Bradi3g15310.1
midnightblue	Bradi3g15390.1
midnightblue	Bradi3g15910.1
midnightblue	Bradi3g16290.1
midnightblue	Bradi3g16530.1
midnightblue	Bradi3g16680.1
midnightblue	Bradi3g17762.2
midnightblue	Bradi3g17930.2
midnightblue	Bradi3g18306.1
midnightblue	Bradi3g18540.1
midnightblue	Bradi3g18540.2
midnightblue	Bradi3g18650.1
midnightblue	Bradi3g18990.1
midnightblue	Bradi3g19290.1
midnightblue	Bradi3g19620.1
midnightblue	Bradi3g20060.1
midnightblue	Bradi3g22740.1
midnightblue	Bradi3g24010.1
midnightblue	Bradi3g24740.1
midnightblue	Bradi3g25910.2
midnightblue	Bradi3g26780.1
midnightblue	Bradi3g26780.2
midnightblue	Bradi3g26780.4
midnightblue	Bradi3g27007.2
midnightblue	Bradi3g27007.3
midnightblue	Bradi3g27007.4
midnightblue	Bradi3g27240.2
midnightblue	Bradi3g27480.1
midnightblue	Bradi3g27753.1
midnightblue	Bradi3g27800.1
midnightblue	Bradi3g27800.2
midnightblue	Bradi3g27800.3
midnightblue	Bradi3g27800.4
midnightblue	Bradi3g28700.1
midnightblue	Bradi3g28907.2
midnightblue	Bradi3g29007.2
midnightblue	Bradi3g29890.1
midnightblue	Bradi3g29890.2
midnightblue	Bradi3g30380.1
midnightblue	Bradi3g30380.3
midnightblue	Bradi3g30710.2
midnightblue	Bradi3g30790.2
midnightblue	Bradi3g32210.1
midnightblue	Bradi3g32210.2
midnightblue	Bradi3g32900.1
midnightblue	Bradi3g33080.1
midnightblue	Bradi3g33080.2
midnightblue	Bradi3g33440.3
midnightblue	Bradi3g33810.1
midnightblue	Bradi3g34090.4
midnightblue	Bradi3g34360.1
midnightblue	Bradi3g34620.1
midnightblue	Bradi3g34721.1
midnightblue	Bradi3g34780.1
midnightblue	Bradi3g35470.1
midnightblue	Bradi3g36520.1
midnightblue	Bradi3g36840.1
midnightblue	Bradi3g37140.1
midnightblue	Bradi3g37950.1
midnightblue	Bradi3g38300.1
midnightblue	Bradi3g38390.1
midnightblue	Bradi3g39392.1
midnightblue	Bradi3g39880.2
midnightblue	Bradi3g39920.4
midnightblue	Bradi3g40180.2
midnightblue	Bradi3g40180.3
midnightblue	Bradi3g40790.4
midnightblue	Bradi3g41211.1
midnightblue	Bradi3g41430.1
midnightblue	Bradi3g41440.1
midnightblue	Bradi3g41730.1
midnightblue	Bradi3g41830.1
midnightblue	Bradi3g42430.2
midnightblue	Bradi3g43090.1
midnightblue	Bradi3g43360.1
midnightblue	Bradi3g43822.2
midnightblue	Bradi3g44090.1
midnightblue	Bradi3g44347.1
midnightblue	Bradi3g44410.1
midnightblue	Bradi3g44590.1
midnightblue	Bradi3g45160.1
midnightblue	Bradi3g45170.3
midnightblue	Bradi3g45170.4
midnightblue	Bradi3g45600.1
midnightblue	Bradi3g45607.2
midnightblue	Bradi3g45636.1
midnightblue	Bradi3g46130.1
midnightblue	Bradi3g46980.1
midnightblue	Bradi3g48120.1
midnightblue	Bradi3g48120.2
midnightblue	Bradi3g48350.2
midnightblue	Bradi3g48350.3
midnightblue	Bradi3g49070.1
midnightblue	Bradi3g49070.2
midnightblue	Bradi3g49100.1
midnightblue	Bradi3g49230.1
midnightblue	Bradi3g49260.1
midnightblue	Bradi3g49280.1
midnightblue	Bradi3g49480.1
midnightblue	Bradi3g50040.1
midnightblue	Bradi3g50150.2
midnightblue	Bradi3g50150.3
midnightblue	Bradi3g50150.4
midnightblue	Bradi3g50570.1
midnightblue	Bradi3g50647.2
midnightblue	Bradi3g50647.5
midnightblue	Bradi3g51570.2
midnightblue	Bradi3g51570.3
midnightblue	Bradi3g51860.1
midnightblue	Bradi3g52437.2
midnightblue	Bradi3g53260.1
midnightblue	Bradi3g53940.1
midnightblue	Bradi3g54020.1
midnightblue	Bradi3g54267.1
midnightblue	Bradi3g54530.3
midnightblue	Bradi3g54980.1
midnightblue	Bradi3g54980.3
midnightblue	Bradi3g55210.1
midnightblue	Bradi3g55260.1
midnightblue	Bradi3g55810.1
midnightblue	Bradi3g55810.2
midnightblue	Bradi3g56610.1
midnightblue	Bradi3g57200.1
midnightblue	Bradi3g57450.1
midnightblue	Bradi3g58300.1
midnightblue	Bradi3g58920.1
midnightblue	Bradi3g59120.1
midnightblue	Bradi3g59620.1
midnightblue	Bradi3g59750.1
midnightblue	Bradi3g59800.2
midnightblue	Bradi3g59970.1
midnightblue	Bradi3g60027.1
midnightblue	Bradi3g60550.1
midnightblue	Bradi3g60740.3
midnightblue	Bradi3g60750.1
midnightblue	Bradi4g00775.1
midnightblue	Bradi4g00877.1
midnightblue	Bradi4g01130.2
midnightblue	Bradi4g01130.4
midnightblue	Bradi4g01717.1
midnightblue	Bradi4g02168.1
midnightblue	Bradi4g02168.2
midnightblue	Bradi4g03610.1
midnightblue	Bradi4g04327.1
midnightblue	Bradi4g04710.1
midnightblue	Bradi4g05897.1
midnightblue	Bradi4g06350.1
midnightblue	Bradi4g06370.1
midnightblue	Bradi4g06370.2
midnightblue	Bradi4g06810.1
midnightblue	Bradi4g07310.1
midnightblue	Bradi4g08490.1
midnightblue	Bradi4g08490.3
midnightblue	Bradi4g12600.3
midnightblue	Bradi4g13740.2
midnightblue	Bradi4g13950.1
midnightblue	Bradi4g13978.1
midnightblue	Bradi4g13978.2
midnightblue	Bradi4g14000.1
midnightblue	Bradi4g14175.1
midnightblue	Bradi4g14260.2
midnightblue	Bradi4g14260.3
midnightblue	Bradi4g16260.1
midnightblue	Bradi4g16810.1
midnightblue	Bradi4g17435.1
midnightblue	Bradi4g19570.1
midnightblue	Bradi4g20710.3
midnightblue	Bradi4g21830.1
midnightblue	Bradi4g21862.1
midnightblue	Bradi4g22530.1
midnightblue	Bradi4g25745.1
midnightblue	Bradi4g25750.1
midnightblue	Bradi4g25900.1
midnightblue	Bradi4g26130.2
midnightblue	Bradi4g26130.3
midnightblue	Bradi4g26790.1
midnightblue	Bradi4g26970.1
midnightblue	Bradi4g26970.3
midnightblue	Bradi4g27490.1
midnightblue	Bradi4g27490.2
midnightblue	Bradi4g28905.2
midnightblue	Bradi4g28930.2
midnightblue	Bradi4g29320.2
midnightblue	Bradi4g30600.1
midnightblue	Bradi4g31277.2
midnightblue	Bradi4g31970.1
midnightblue	Bradi4g32080.2
midnightblue	Bradi4g32190.1
midnightblue	Bradi4g32680.1
midnightblue	Bradi4g33067.3
midnightblue	Bradi4g33110.1
midnightblue	Bradi4g33110.3
