ModuleColor	Gene
darkgrey	Bradi2g36000.1
darkgrey	Bradi2g36790.1
darkgrey	Bradi2g38497.1
darkgrey	Bradi2g38577.2
darkgrey	Bradi2g38577.3
darkgrey	Bradi2g38577.4
darkgrey	Bradi2g38577.5
darkgrey	Bradi2g38577.6
darkgrey	Bradi2g38577.7
darkgrey	Bradi2g42270.1
darkgrey	Bradi2g45437.1
darkgrey	Bradi2g46340.2
darkgrey	Bradi2g46340.3
darkgrey	Bradi2g46450.1
darkgrey	Bradi2g53960.1
darkgrey	Bradi2g55240.1
darkgrey	Bradi2g56102.3
darkgrey	Bradi2g56587.2
darkgrey	Bradi2g58693.1
darkgrey	Bradi2g58912.1
darkgrey	Bradi3g02750.1
darkgrey	Bradi3g02750.3
darkgrey	Bradi3g02750.4
darkgrey	Bradi3g13160.1
darkgrey	Bradi3g13910.2
darkgrey	Bradi3g15900.1
darkgrey	Bradi3g18560.1
darkgrey	Bradi3g18560.2
darkgrey	Bradi3g23040.1
darkgrey	Bradi3g23040.2
darkgrey	Bradi3g23040.3
darkgrey	Bradi3g34930.1
darkgrey	Bradi3g37880.2
darkgrey	Bradi3g41890.1
darkgrey	Bradi3g42800.3
darkgrey	Bradi3g42800.7
darkgrey	Bradi3g43710.1
darkgrey	Bradi3g48580.1
darkgrey	Bradi3g50930.3
darkgrey	Bradi3g56730.1
darkgrey	Bradi4g07980.3
darkgrey	Bradi4g19110.1
darkgrey	Bradi4g29670.1
darkgrey	Bradi4g35950.1
darkgrey	Bradi4g36770.1
darkgrey	Bradi4g38810.1
darkgrey	Bradi4g38960.1
darkgrey	Bradi4g38960.2
darkgrey	Bradi4g40600.3
darkgrey	Bradi4g40600.4
darkgrey	Bradi4g40600.6
darkgrey	Bradi4g42180.1
darkgrey	Bradi4g42744.1
darkgrey	Bradi4g43230.1
darkgrey	Bradi4g44290.1
darkgrey	Bradi4g44290.2
darkgrey	Bradi4g44290.3
darkgrey	Bradi4g44290.4
darkgrey	Bradi4g44790.2
darkgrey	Bradi5g01960.1
darkgrey	Bradi5g01960.2
darkgrey	Bradi5g03390.1
darkgrey	Bradi5g07350.1
darkgrey	Bradi5g09680.2
darkgrey	Bradi5g12914.2
darkgrey	Bradi5g16557.1
darkgrey	Bradi5g17057.1
darkgrey	Bradi5g17110.3
darkgrey	Bradi5g18987.1
darkgrey	Bradi5g18987.2
darkgrey	Bradi5g20607.1
darkgrey	Bradi5g20927.1
darkgrey	Bradi5g20927.2
darkgrey	Bradi5g21900.1
darkgrey	Bradi5g24160.1
darkgrey	Bradi5g26480.1
darkgrey	Bradi5g27560.1
darkgrey	Bradi5g27580.2
darkmagenta	Bradi1g02540.1
darkmagenta	Bradi1g05778.1
darkmagenta	Bradi1g05782.1
darkmagenta	Bradi1g05786.1
darkmagenta	Bradi1g05792.2
darkmagenta	Bradi1g11780.1
darkmagenta	Bradi1g12830.2
darkmagenta	Bradi1g15780.1
darkmagenta	Bradi1g16527.1
darkmagenta	Bradi1g16570.1
darkmagenta	Bradi1g23000.1
darkmagenta	Bradi1g31640.1
darkmagenta	Bradi1g32454.1
darkmagenta	Bradi1g45040.1
darkmagenta	Bradi1g50920.1
darkmagenta	Bradi1g57650.2
darkmagenta	Bradi1g57650.3
darkmagenta	Bradi1g57650.4
darkmagenta	Bradi1g66302.1
darkmagenta	Bradi1g66820.1
darkmagenta	Bradi1g77957.1
darkmagenta	Bradi2g04190.1
darkmagenta	Bradi2g11107.1
darkmagenta	Bradi2g13108.1
darkmagenta	Bradi2g19680.5
darkmagenta	Bradi2g22870.1
darkmagenta	Bradi2g23650.1
darkmagenta	Bradi2g33590.1
darkmagenta	Bradi2g34430.1
darkmagenta	Bradi2g36534.1
darkmagenta	Bradi2g47530.3
darkmagenta	Bradi2g47530.4
darkmagenta	Bradi2g47530.5
darkmagenta	Bradi2g49627.1
darkmagenta	Bradi2g51675.1
darkmagenta	Bradi2g55100.1
darkmagenta	Bradi3g17640.1
darkmagenta	Bradi3g27330.1
darkmagenta	Bradi3g30670.2
darkmagenta	Bradi3g35720.1
darkmagenta	Bradi3g35720.2
darkmagenta	Bradi3g38570.1
darkmagenta	Bradi3g39450.1
darkmagenta	Bradi4g01015.1
darkmagenta	Bradi4g02970.1
darkmagenta	Bradi4g19721.2
darkmagenta	Bradi4g20250.2
darkmagenta	Bradi4g23356.1
darkmagenta	Bradi4g24635.3
darkmagenta	Bradi4g29286.1
darkmagenta	Bradi4g29286.2
darkmagenta	Bradi4g29286.3
darkmagenta	Bradi4g29286.4
darkmagenta	Bradi4g29286.5
darkmagenta	Bradi4g33440.1
darkmagenta	Bradi4g33830.1
darkmagenta	Bradi4g34490.1
darkmagenta	Bradi4g34490.3
darkmagenta	Bradi4g39520.1
darkmagenta	Bradi5g00830.1
darkmagenta	Bradi5g00990.2
darkmagenta	Bradi5g05060.1
darkmagenta	Bradi5g05663.1
darkmagenta	Bradi5g08622.1
darkmagenta	Bradi5g11130.1
darkmagenta	Bradi5g11130.2
darkmagenta	Bradi5g14687.1
darkmagenta	Bradi5g15914.1
darkmagenta	Bradi5g20197.1
darkmagenta	Bradi5g20448.1
darkmagenta	Bradi5g20448.2
darkmagenta	Bradi5g23500.1
darkmagenta	Bradi5g23500.3
darkmagenta	Bradi5g23500.4
darkmagenta	Bradi5g23875.1
darkmagenta	Bradi5g24050.1
darkmagenta	Bradi5g24170.1
darkmagenta	Bradi5g27596.1
darkolivegreen	Bradi1g05741.1
darkolivegreen	Bradi1g05768.1
darkolivegreen	Bradi1g09100.2
darkolivegreen	Bradi1g13680.1
darkolivegreen	Bradi1g21050.1
darkolivegreen	Bradi1g21780.1
darkolivegreen	Bradi1g36700.1
darkolivegreen	Bradi1g39201.1
darkolivegreen	Bradi1g39203.1
darkolivegreen	Bradi1g39219.1
darkolivegreen	Bradi1g39222.1
darkolivegreen	Bradi1g41808.1
darkolivegreen	Bradi1g47518.2
darkolivegreen	Bradi1g49663.1
darkolivegreen	Bradi1g53610.3
darkolivegreen	Bradi1g54160.1
darkolivegreen	Bradi1g63410.4
darkolivegreen	Bradi1g71250.1
darkolivegreen	Bradi1g72007.1
darkolivegreen	Bradi2g00550.1
darkolivegreen	Bradi2g12067.2
darkolivegreen	Bradi2g31565.1
darkolivegreen	Bradi2g42160.1
darkolivegreen	Bradi2g43617.1
darkolivegreen	Bradi2g46180.1
darkolivegreen	Bradi2g54127.1
darkolivegreen	Bradi2g55960.1
darkolivegreen	Bradi3g01028.10
darkolivegreen	Bradi3g01028.11
darkolivegreen	Bradi3g01028.12
darkolivegreen	Bradi3g01028.2
darkolivegreen	Bradi3g01028.4
darkolivegreen	Bradi3g01028.6
darkolivegreen	Bradi3g01028.7
darkolivegreen	Bradi3g01028.8
darkolivegreen	Bradi3g01028.9
darkolivegreen	Bradi3g03140.1
darkolivegreen	Bradi3g04040.3
darkolivegreen	Bradi3g17110.4
darkolivegreen	Bradi3g17110.5
darkolivegreen	Bradi3g27288.1
darkolivegreen	Bradi3g48330.2
darkolivegreen	Bradi3g54640.1
darkolivegreen	Bradi3g54640.2
darkolivegreen	Bradi3g54640.3
darkolivegreen	Bradi3g59230.1
darkolivegreen	Bradi3g59726.1
darkolivegreen	Bradi3g59726.2
darkolivegreen	Bradi3g59726.3
darkolivegreen	Bradi4g08180.1
darkolivegreen	Bradi4g08180.2
darkolivegreen	Bradi4g19720.1
darkolivegreen	Bradi4g26200.4
darkolivegreen	Bradi4g26200.5
darkolivegreen	Bradi4g27280.1
darkolivegreen	Bradi4g32945.1
darkolivegreen	Bradi4g36640.1
darkolivegreen	Bradi4g38830.1
darkolivegreen	Bradi4g40460.1
darkolivegreen	Bradi4g41970.2
darkolivegreen	Bradi4g43530.1
darkolivegreen	Bradi4g43547.2
darkolivegreen	Bradi4g44540.1
darkolivegreen	Bradi4g45360.1
darkolivegreen	Bradi5g01230.1
darkolivegreen	Bradi5g01250.3
darkolivegreen	Bradi5g01310.3
darkolivegreen	Bradi5g02150.1
darkolivegreen	Bradi5g02880.1
darkolivegreen	Bradi5g10310.6
darkolivegreen	Bradi5g10956.1
darkolivegreen	Bradi5g10967.1
darkolivegreen	Bradi5g11900.2
darkolivegreen	Bradi5g12982.1
darkolivegreen	Bradi5g13440.1
darkolivegreen	Bradi5g13850.1
darkolivegreen	Bradi5g18853.1
darkolivegreen	Bradi5g23854.1
darkolivegreen	Bradi5g24490.1
darkorange	Bradi1g00990.1
darkorange	Bradi1g01110.1
darkorange	Bradi1g01210.1
darkorange	Bradi1g01210.2
darkorange	Bradi1g01980.1
darkorange	Bradi1g03440.1
darkorange	Bradi1g03440.2
darkorange	Bradi1g03440.3
darkorange	Bradi1g03867.2
darkorange	Bradi1g04240.2
darkorange	Bradi1g04710.3
darkorange	Bradi1g04810.1
darkorange	Bradi1g05217.1
darkorange	Bradi1g05660.1
darkorange	Bradi1g06250.1
darkorange	Bradi1g06310.1
darkorange	Bradi1g06890.1
darkorange	Bradi1g07530.3
darkorange	Bradi1g08390.1
darkorange	Bradi1g09860.1
darkorange	Bradi1g10720.1
darkorange	Bradi1g11110.1
darkorange	Bradi1g11180.1
darkorange	Bradi1g11340.1
darkorange	Bradi1g11500.1
darkorange	Bradi1g11760.1
darkorange	Bradi1g11950.2
darkorange	Bradi1g12480.1
darkorange	Bradi1g13150.1
darkorange	Bradi1g13150.2
darkorange	Bradi1g14320.1
darkorange	Bradi1g14790.2
darkorange	Bradi1g16460.1
darkorange	Bradi1g17237.1
darkorange	Bradi1g17237.2
darkorange	Bradi1g17410.3
darkorange	Bradi1g17410.4
darkorange	Bradi1g17410.5
darkorange	Bradi1g18840.2
darkorange	Bradi1g19650.1
darkorange	Bradi1g19650.2
darkorange	Bradi1g19710.1
darkorange	Bradi1g19970.1
darkorange	Bradi1g19970.3
darkorange	Bradi1g20270.2
darkorange	Bradi1g20320.2
darkorange	Bradi1g20610.1
darkorange	Bradi1g20797.2
darkorange	Bradi1g22020.1
darkorange	Bradi1g23330.1
darkorange	Bradi1g24051.1
darkorange	Bradi1g24051.2
darkorange	Bradi1g24680.1
darkorange	Bradi1g24680.3
darkorange	Bradi1g24960.1
darkorange	Bradi1g24960.2
darkorange	Bradi1g24960.3
darkorange	Bradi1g25187.1
darkorange	Bradi1g26300.3
darkorange	Bradi1g26940.1
darkorange	Bradi1g27050.1
darkorange	Bradi1g27050.2
darkorange	Bradi1g28650.5
darkorange	Bradi1g29400.1
darkorange	Bradi1g30110.1
darkorange	Bradi1g30260.1
darkorange	Bradi1g30260.3
darkorange	Bradi1g30273.3
darkorange	Bradi1g31100.1
darkorange	Bradi1g32087.1
darkorange	Bradi1g32317.2
darkorange	Bradi1g32451.1
darkorange	Bradi1g32610.1
darkorange	Bradi1g33401.1
darkorange	Bradi1g33980.1
darkorange	Bradi1g34070.1
darkorange	Bradi1g34170.2
darkorange	Bradi1g35230.1
darkorange	Bradi1g35370.3
darkorange	Bradi1g35370.4
darkorange	Bradi1g35370.5
darkorange	Bradi1g37600.1
darkorange	Bradi1g37790.1
darkorange	Bradi1g38340.1
darkorange	Bradi1g42037.1
darkorange	Bradi1g42820.1
darkorange	Bradi1g43000.1
darkorange	Bradi1g43000.2
darkorange	Bradi1g45591.2
darkorange	Bradi1g46350.1
darkorange	Bradi1g46622.2
darkorange	Bradi1g46670.1
darkorange	Bradi1g46670.2
darkorange	Bradi1g46670.4
darkorange	Bradi1g46670.5
darkorange	Bradi1g47367.2
darkorange	Bradi1g47970.2
darkorange	Bradi1g48800.1
darkorange	Bradi1g49770.1
darkorange	Bradi1g50380.1
darkorange	Bradi1g50380.2
darkorange	Bradi1g50850.1
darkorange	Bradi1g52670.1
darkorange	Bradi1g53800.1
darkorange	Bradi1g55100.2
darkorange	Bradi1g55170.1
darkorange	Bradi1g55980.1
darkorange	Bradi1g56500.1
darkorange	Bradi1g56500.2
darkorange	Bradi1g59300.1
darkorange	Bradi1g59325.1
darkorange	Bradi1g59325.2
darkorange	Bradi1g59325.3
darkorange	Bradi1g59325.4
darkorange	Bradi1g59325.5
darkorange	Bradi1g60620.1
darkorange	Bradi1g61000.1
darkorange	Bradi1g62257.3
darkorange	Bradi1g62390.2
darkorange	Bradi1g62430.1
darkorange	Bradi1g62840.1
darkorange	Bradi1g63250.3
darkorange	Bradi1g63250.4
darkorange	Bradi1g63250.5
darkorange	Bradi1g66142.4
darkorange	Bradi1g66150.1
darkorange	Bradi1g66390.1
darkorange	Bradi1g66390.2
darkorange	Bradi1g66950.1
darkorange	Bradi1g67770.1
darkorange	Bradi1g68670.1
darkorange	Bradi1g68670.3
darkorange	Bradi1g68670.4
darkorange	Bradi1g68830.1
darkorange	Bradi1g69670.1
darkorange	Bradi1g70080.1
darkorange	Bradi1g70370.1
darkorange	Bradi1g70650.1
darkorange	Bradi1g71350.1
darkorange	Bradi1g71450.1
darkorange	Bradi1g71450.4
darkorange	Bradi1g71517.1
darkorange	Bradi1g71517.2
darkorange	Bradi1g73170.1
darkorange	Bradi1g73170.2
darkorange	Bradi1g74480.1
darkorange	Bradi1g74890.1
darkorange	Bradi1g74890.2
darkorange	Bradi1g75340.1
darkorange	Bradi1g76760.3
darkorange	Bradi1g77160.1
darkorange	Bradi1g77430.1
darkorange	Bradi1g77770.1
darkorange	Bradi1g77770.3
darkorange	Bradi1g78160.3
darkorange	Bradi2g00370.1
darkorange	Bradi2g00370.2
darkorange	Bradi2g00370.3
darkorange	Bradi2g00986.1
darkorange	Bradi2g01530.1
darkorange	Bradi2g01827.1
darkorange	Bradi2g02400.1
darkorange	Bradi2g04520.2
darkorange	Bradi2g05010.1
darkorange	Bradi2g08020.1
darkorange	Bradi2g08960.1
darkorange	Bradi2g08980.2
darkorange	Bradi2g11290.1
darkorange	Bradi2g11290.4
darkorange	Bradi2g12482.1
darkorange	Bradi2g12482.2
darkorange	Bradi2g12720.1
darkorange	Bradi2g12720.3
darkorange	Bradi2g12960.1
darkorange	Bradi2g13390.1
darkorange	Bradi2g13660.1
darkorange	Bradi2g13767.1
darkorange	Bradi2g13767.2
darkorange	Bradi2g13767.3
darkorange	Bradi2g14250.1
darkorange	Bradi2g14310.1
darkorange	Bradi2g14340.1
darkorange	Bradi2g14340.2
darkorange	Bradi2g14340.4
darkorange	Bradi2g15290.1
darkorange	Bradi2g16520.1
darkorange	Bradi2g16520.2
darkorange	Bradi2g16520.3
darkorange	Bradi2g16520.4
darkorange	Bradi2g16647.1
darkorange	Bradi2g17490.1
darkorange	Bradi2g18347.1
darkorange	Bradi2g18767.1
darkorange	Bradi2g18767.2
darkorange	Bradi2g18767.3
darkorange	Bradi2g18767.4
darkorange	Bradi2g18767.5
darkorange	Bradi2g18767.6
darkorange	Bradi2g19820.1
darkorange	Bradi2g20210.1
darkorange	Bradi2g20340.1
darkorange	Bradi2g20955.1
darkorange	Bradi2g20990.1
darkorange	Bradi2g21142.1
darkorange	Bradi2g21970.1
darkorange	Bradi2g21970.3
darkorange	Bradi2g21970.6
darkorange	Bradi2g22472.1
darkorange	Bradi2g22670.1
darkorange	Bradi2g22950.2
darkorange	Bradi2g23017.1
darkorange	Bradi2g23240.1
darkorange	Bradi2g24120.3
darkorange	Bradi2g24290.1
darkorange	Bradi2g25400.1
darkorange	Bradi2g25940.1
darkorange	Bradi2g25950.1
darkorange	Bradi2g25990.1
darkorange	Bradi2g26940.1
darkorange	Bradi2g26970.1
darkorange	Bradi2g27140.2
darkorange	Bradi2g27400.1
darkorange	Bradi2g30540.3
darkorange	Bradi2g31550.1
darkorange	Bradi2g31550.2
darkorange	Bradi2g32520.1
darkorange	Bradi2g32950.2
darkorange	Bradi2g34156.2
darkorange	Bradi2g35740.1
darkorange	Bradi2g35740.2
darkorange	Bradi2g35807.2
darkorange	Bradi2g35825.1
darkorange	Bradi2g35907.1
darkorange	Bradi2g36470.1
darkorange	Bradi2g36710.2
darkorange	Bradi2g37440.1
darkorange	Bradi2g37440.2
darkorange	Bradi2g37440.3
darkorange	Bradi2g38290.1
darkorange	Bradi2g39950.1
darkorange	Bradi2g40030.1
darkorange	Bradi2g40052.4
darkorange	Bradi2g40052.5
darkorange	Bradi2g40807.1
darkorange	Bradi2g41240.1
darkorange	Bradi2g41330.1
darkorange	Bradi2g41330.2
darkorange	Bradi2g42700.1
darkorange	Bradi2g43127.1
darkorange	Bradi2g43127.2
darkorange	Bradi2g45041.1
darkorange	Bradi2g45880.1
darkorange	Bradi2g46070.1
darkorange	Bradi2g46070.2
darkorange	Bradi2g46660.1
darkorange	Bradi2g47140.1
darkorange	Bradi2g47300.1
darkorange	Bradi2g47300.2
darkorange	Bradi2g47850.1
darkorange	Bradi2g47860.4
darkorange	Bradi2g49760.2
darkorange	Bradi2g50237.1
darkorange	Bradi2g50532.1
darkorange	Bradi2g50820.1
darkorange	Bradi2g51017.1
darkorange	Bradi2g51140.1
darkorange	Bradi2g51890.1
darkorange	Bradi2g52770.1
darkorange	Bradi2g52890.1
darkorange	Bradi2g53400.1
darkorange	Bradi2g53400.3
darkorange	Bradi2g53400.4
darkorange	Bradi2g53460.1
darkorange	Bradi2g53790.4
darkorange	Bradi2g53980.1
darkorange	Bradi2g54500.1
darkorange	Bradi2g54870.1
darkorange	Bradi2g55950.2
darkorange	Bradi2g56000.1
darkorange	Bradi2g58360.3
darkorange	Bradi2g58360.4
darkorange	Bradi2g58360.5
darkorange	Bradi2g58397.1
darkorange	Bradi2g58397.2
darkorange	Bradi2g59047.1
darkorange	Bradi2g59210.1
darkorange	Bradi2g59340.1
darkorange	Bradi2g59520.1
darkorange	Bradi2g59960.1
darkorange	Bradi2g61400.1
darkorange	Bradi2g61400.2
darkorange	Bradi2g61500.2
darkorange	Bradi2g61777.2
darkorange	Bradi2g61777.3
darkorange	Bradi2g61842.1
darkorange	Bradi2g61850.1
darkorange	Bradi3g00227.1
darkorange	Bradi3g00340.1
darkorange	Bradi3g00980.1
darkorange	Bradi3g01310.1
darkorange	Bradi3g03106.1
darkorange	Bradi3g03106.3
darkorange	Bradi3g03106.4
darkorange	Bradi3g03106.5
darkorange	Bradi3g03106.6
darkorange	Bradi3g03106.7
darkorange	Bradi3g03106.8
darkorange	Bradi3g03106.9
darkorange	Bradi3g03260.1
darkorange	Bradi3g03420.2
darkorange	Bradi3g04556.1
darkorange	Bradi3g05226.1
darkorange	Bradi3g05520.1
darkorange	Bradi3g05520.2
darkorange	Bradi3g05760.1
darkorange	Bradi3g05760.2
darkorange	Bradi3g06140.7
darkorange	Bradi3g06630.2
darkorange	Bradi3g06630.4
darkorange	Bradi3g07047.1
darkorange	Bradi3g07047.2
darkorange	Bradi3g07190.1
darkorange	Bradi3g07270.1
darkorange	Bradi3g07840.1
darkorange	Bradi3g07870.1
darkorange	Bradi3g09250.1
darkorange	Bradi3g10660.1
darkorange	Bradi3g12240.2
darkorange	Bradi3g12660.1
darkorange	Bradi3g12770.1
darkorange	Bradi3g12970.1
darkorange	Bradi3g13140.2
darkorange	Bradi3g13410.1
darkorange	Bradi3g13410.2
darkorange	Bradi3g13410.4
darkorange	Bradi3g13467.1
darkorange	Bradi3g13680.1
darkorange	Bradi3g14980.3
darkorange	Bradi3g15000.1
darkorange	Bradi3g15050.1
darkorange	Bradi3g15430.1
darkorange	Bradi3g15430.2
darkorange	Bradi3g15607.2
darkorange	Bradi3g17147.1
darkorange	Bradi3g17950.2
darkorange	Bradi3g18023.2
darkorange	Bradi3g18150.1
darkorange	Bradi3g19875.1
darkorange	Bradi3g20615.1
darkorange	Bradi3g21360.1
darkorange	Bradi3g21470.1
darkorange	Bradi3g21530.1
darkorange	Bradi3g21630.1
darkorange	Bradi3g21650.1
darkorange	Bradi3g21661.1
darkorange	Bradi3g21690.1
darkorange	Bradi3g22050.10
darkorange	Bradi3g22050.6
darkorange	Bradi3g23240.2
darkorange	Bradi3g24760.2
darkorange	Bradi3g25586.1
darkorange	Bradi3g26410.1
darkorange	Bradi3g26410.3
darkorange	Bradi3g26670.1
darkorange	Bradi3g28150.1
darkorange	Bradi3g28280.1
darkorange	Bradi3g29610.1
darkorange	Bradi3g30080.1
darkorange	Bradi3g30187.1
darkorange	Bradi3g30370.1
darkorange	Bradi3g30430.1
darkorange	Bradi3g31390.1
darkorange	Bradi3g32490.1
darkorange	Bradi3g32490.2
darkorange	Bradi3g33350.1
darkorange	Bradi3g33600.3
darkorange	Bradi3g34680.1
darkorange	Bradi3g35067.1
darkorange	Bradi3g35197.1
darkorange	Bradi3g36320.1
darkorange	Bradi3g36341.3
darkorange	Bradi3g36460.1
darkorange	Bradi3g36460.3
darkorange	Bradi3g36460.4
darkorange	Bradi3g37370.1
darkorange	Bradi3g37370.2
darkorange	Bradi3g37457.1
darkorange	Bradi3g37580.1
darkorange	Bradi3g37930.2
darkorange	Bradi3g38770.1
darkorange	Bradi3g41180.1
darkorange	Bradi3g41550.1
darkorange	Bradi3g41980.1
darkorange	Bradi3g42810.1
darkorange	Bradi3g43420.1
darkorange	Bradi3g43420.3
darkorange	Bradi3g43860.1
darkorange	Bradi3g44810.1
darkorange	Bradi3g44950.1
darkorange	Bradi3g45010.1
darkorange	Bradi3g45010.2
darkorange	Bradi3g45010.3
darkorange	Bradi3g45140.1
darkorange	Bradi3g45960.2
darkorange	Bradi3g46590.1
darkorange	Bradi3g47580.1
darkorange	Bradi3g47690.3
darkorange	Bradi3g47840.2
darkorange	Bradi3g47840.3
darkorange	Bradi3g47930.1
darkorange	Bradi3g48510.1
darkorange	Bradi3g49030.1
darkorange	Bradi3g49580.1
darkorange	Bradi3g49580.2
darkorange	Bradi3g51447.1
darkorange	Bradi3g51680.1
darkorange	Bradi3g51970.1
darkorange	Bradi3g52140.1
darkorange	Bradi3g52767.1
darkorange	Bradi3g52780.1
darkorange	Bradi3g53047.1
darkorange	Bradi3g53440.1
darkorange	Bradi3g54130.1
darkorange	Bradi3g55110.2
darkorange	Bradi3g55370.2
darkorange	Bradi3g55540.1
darkorange	Bradi3g55830.1
darkorange	Bradi3g55840.1
darkorange	Bradi3g56070.1
darkorange	Bradi3g56310.1
darkorange	Bradi3g57290.1
darkorange	Bradi3g58172.1
darkorange	Bradi3g58930.1
darkorange	Bradi3g59330.1
darkorange	Bradi3g60391.1
darkorange	Bradi3g60820.1
darkorange	Bradi3g60820.2
darkorange	Bradi4g00280.1
darkorange	Bradi4g00290.2
darkorange	Bradi4g00910.1
darkorange	Bradi4g00910.3
darkorange	Bradi4g01390.1
darkorange	Bradi4g01410.1
darkorange	Bradi4g01910.1
darkorange	Bradi4g04567.1
darkorange	Bradi4g04567.2
darkorange	Bradi4g04640.1
darkorange	Bradi4g05310.1
darkorange	Bradi4g05720.2
darkorange	Bradi4g07000.2
darkorange	Bradi4g07397.2
darkorange	Bradi4g07420.1
darkorange	Bradi4g07420.2
darkorange	Bradi4g07997.2
darkorange	Bradi4g08780.1
darkorange	Bradi4g12227.1
darkorange	Bradi4g16170.1
darkorange	Bradi4g17410.4
darkorange	Bradi4g19240.1
darkorange	Bradi4g20537.1
darkorange	Bradi4g20537.2
darkorange	Bradi4g20537.3
darkorange	Bradi4g20537.4
darkorange	Bradi4g21200.1
darkorange	Bradi4g21790.1
darkorange	Bradi4g21790.2
darkorange	Bradi4g21986.1
darkorange	Bradi4g23358.1
darkorange	Bradi4g23870.1
darkorange	Bradi4g24213.1
darkorange	Bradi4g25580.1
darkorange	Bradi4g26590.1
darkorange	Bradi4g26590.2
darkorange	Bradi4g26990.1
darkorange	Bradi4g27157.1
darkorange	Bradi4g27157.2
darkorange	Bradi4g27430.1
darkorange	Bradi4g27910.1
darkorange	Bradi4g28570.1
darkorange	Bradi4g28570.2
darkorange	Bradi4g28627.1
darkorange	Bradi4g28779.1
darkorange	Bradi4g29540.1
darkorange	Bradi4g30527.1
darkorange	Bradi4g31840.1
darkorange	Bradi4g33020.3
darkorange	Bradi4g33331.1
darkorange	Bradi4g33660.1
darkorange	Bradi4g33660.2
darkorange	Bradi4g34140.2
darkorange	Bradi4g34140.5
darkorange	Bradi4g35552.2
darkorange	Bradi4g35690.1
darkorange	Bradi4g36300.1
darkorange	Bradi4g36450.1
darkorange	Bradi4g36450.2
darkorange	Bradi4g36450.3
darkorange	Bradi4g36720.1
darkorange	Bradi4g36720.2
darkorange	Bradi4g36720.3
darkorange	Bradi4g36720.4
darkorange	Bradi4g36800.1
darkorange	Bradi4g36920.11
darkorange	Bradi4g36920.12
darkorange	Bradi4g36981.4
darkorange	Bradi4g37203.2
darkorange	Bradi4g37870.3
darkorange	Bradi4g38080.1
darkorange	Bradi4g38350.1
darkorange	Bradi4g38350.2
darkorange	Bradi4g38480.1
darkorange	Bradi4g38685.1
darkorange	Bradi4g38880.1
darkorange	Bradi4g39210.2
darkorange	Bradi4g40300.1
darkorange	Bradi4g41127.2
darkorange	Bradi4g41230.2
darkorange	Bradi4g41390.1
darkorange	Bradi4g41390.2
darkorange	Bradi4g41650.1
darkorange	Bradi4g41790.1
darkorange	Bradi4g42496.2
darkorange	Bradi4g43030.1
darkorange	Bradi4g44385.1
darkorange	Bradi4g44667.3
darkorange	Bradi4g44667.4
darkorange	Bradi4g45100.1
darkorange	Bradi4g45110.5
darkorange	Bradi5g00297.6
darkorange	Bradi5g02260.1
darkorange	Bradi5g02890.2
darkorange	Bradi5g02957.2
darkorange	Bradi5g03400.2
darkorange	Bradi5g03590.1
darkorange	Bradi5g03590.2
darkorange	Bradi5g04550.1
darkorange	Bradi5g04860.1
darkorange	Bradi5g04860.2
darkorange	Bradi5g04860.3
darkorange	Bradi5g06765.1
darkorange	Bradi5g06765.2
darkorange	Bradi5g07612.1
darkorange	Bradi5g08230.1
darkorange	Bradi5g08235.1
darkorange	Bradi5g08750.1
darkorange	Bradi5g08790.1
darkorange	Bradi5g10117.2
darkorange	Bradi5g10117.5
darkorange	Bradi5g10117.6
darkorange	Bradi5g10150.1
darkorange	Bradi5g10260.1
darkorange	Bradi5g10330.2
darkorange	Bradi5g10673.1
darkorange	Bradi5g11300.3
darkorange	Bradi5g11300.4
darkorange	Bradi5g11810.1
darkorange	Bradi5g12400.2
darkorange	Bradi5g12430.1
darkorange	Bradi5g12847.1
darkorange	Bradi5g12912.3
darkorange	Bradi5g13000.1
darkorange	Bradi5g13047.2
darkorange	Bradi5g13047.3
darkorange	Bradi5g13047.4
darkorange	Bradi5g13070.4
darkorange	Bradi5g13520.3
darkorange	Bradi5g13910.4
darkorange	Bradi5g13947.1
darkorange	Bradi5g13980.4
darkorange	Bradi5g14270.2
darkorange	Bradi5g14850.1
darkorange	Bradi5g14850.2
darkorange	Bradi5g14850.3
darkorange	Bradi5g14990.2
darkorange	Bradi5g16580.7
darkorange	Bradi5g16990.1
darkorange	Bradi5g17070.1
darkorange	Bradi5g17070.2
darkorange	Bradi5g17070.3
darkorange	Bradi5g17132.1
darkorange	Bradi5g17460.1
darkorange	Bradi5g17460.2
darkorange	Bradi5g17820.2
darkorange	Bradi5g18540.1
darkorange	Bradi5g18540.4
darkorange	Bradi5g18647.1
darkorange	Bradi5g20570.1
darkorange	Bradi5g21260.1
darkorange	Bradi5g23760.1
darkorange	Bradi5g23880.1
darkorange	Bradi5g23880.2
darkorange	Bradi5g24387.2
darkorange	Bradi5g24580.1
darkorange	Bradi5g24690.1
darkorange	Bradi5g24820.1
darkorange	Bradi5g24820.2
darkorange	Bradi5g24937.2
darkorange	Bradi5g24937.3
darkorange	Bradi5g24937.4
darkorange	Bradi5g24937.5
darkorange	Bradi5g24937.6
darkorange	Bradi5g24937.7
darkorange	Bradi5g24937.8
darkorange	Bradi5g25490.1
darkorange	Bradi5g25601.1
darkorange	Bradi5g25870.1
darkorange	Bradi5g25870.2
darkorange	Bradi5g25870.3
darkorange	Bradi5g25870.4
